"global_step","15 - _step","15 - _step__MIN","15 - _step__MAX","15 - charts/state_entropy","15 - charts/state_entropy__MIN","15 - charts/state_entropy__MAX","19 - _step","19 - _step__MIN","19 - _step__MAX","19 - charts/state_entropy","19 - charts/state_entropy__MIN","19 - charts/state_entropy__MAX","18 - _step","18 - _step__MIN","18 - _step__MAX","18 - charts/state_entropy","18 - charts/state_entropy__MIN","18 - charts/state_entropy__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - charts/state_entropy","17 - charts/state_entropy__MIN","17 - charts/state_entropy__MAX","20 - _step","20 - _step__MIN","20 - _step__MAX","20 - charts/state_entropy","20 - charts/state_entropy__MIN","20 - charts/state_entropy__MAX","16 - _step","16 - _step__MIN","16 - _step__MAX","16 - charts/state_entropy","16 - charts/state_entropy__MIN","16 - charts/state_entropy__MAX","10 - _step","10 - _step__MIN","10 - _step__MAX","10 - charts/state_entropy","10 - charts/state_entropy__MIN","10 - charts/state_entropy__MAX","12 - _step","12 - _step__MIN","12 - _step__MAX","12 - charts/state_entropy","12 - charts/state_entropy__MIN","12 - charts/state_entropy__MAX","8 - _step","8 - _step__MIN","8 - _step__MAX","8 - charts/state_entropy","8 - charts/state_entropy__MIN","8 - charts/state_entropy__MAX","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - charts/state_entropy","9 - charts/state_entropy__MIN","9 - charts/state_entropy__MAX"
"1001600","313","313","313","0.06250321120023727","0.06250321120023727","0.06250321120023727","313","313","313","0.023996438831090927","0.023996438831090927","0.023996438831090927","313","313","313","0.047754645347595215","0.047754645347595215","0.047754645347595215","313","313","313","0.029820285737514496","0.029820285737514496","0.029820285737514496","313","313","313","0.05240245908498764","0.05240245908498764","0.05240245908498764","313","313","313","0.055359937250614166","0.055359937250614166","0.055359937250614166","313","313","313","0.05244838446378708","0.05244838446378708","0.05244838446378708","313","313","313","0.0494421049952507","0.0494421049952507","0.0494421049952507","313","313","313","0.02401714399456978","0.02401714399456978","0.02401714399456978","313","313","313","0.06329567730426788","0.06329567730426788","0.06329567730426788"
"1004800","314","314","314","0.06924134492874146","0.06924134492874146","0.06924134492874146","314","314","314","0.024285413324832916","0.024285413324832916","0.024285413324832916","314","314","314","0.05188961327075958","0.05188961327075958","0.05188961327075958","314","314","314","0.026314441114664078","0.026314441114664078","0.026314441114664078","314","314","314","0.04979332908987999","0.04979332908987999","0.04979332908987999","314","314","314","0.05677136033773422","0.05677136033773422","0.05677136033773422","314","314","314","0.061834029853343964","0.061834029853343964","0.061834029853343964","314","314","314","0.05614658072590828","0.05614658072590828","0.05614658072590828","314","314","314","0.020657790824770927","0.020657790824770927","0.020657790824770927","314","314","314","0.0645560696721077","0.0645560696721077","0.0645560696721077"
"1008000","315","315","315","0.06624415516853333","0.06624415516853333","0.06624415516853333","315","315","315","0.02543158456683159","0.02543158456683159","0.02543158456683159","315","315","315","0.05878801643848419","0.05878801643848419","0.05878801643848419","315","315","315","0.027095023542642593","0.027095023542642593","0.027095023542642593","315","315","315","0.047997213900089264","0.047997213900089264","0.047997213900089264","315","315","315","0.05780947580933571","0.05780947580933571","0.05780947580933571","315","315","315","0.060464996844530106","0.060464996844530106","0.060464996844530106","315","315","315","0.05768907070159912","0.05768907070159912","0.05768907070159912","315","315","315","0.023906104266643524","0.023906104266643524","0.023906104266643524","315","315","315","0.05670968443155289","0.05670968443155289","0.05670968443155289"
"1011200","316","316","316","0.0648493617773056","0.0648493617773056","0.0648493617773056","316","316","316","0.02537134662270546","0.02537134662270546","0.02537134662270546","316","316","316","0.052695900201797485","0.052695900201797485","0.052695900201797485","316","316","316","0.02970820665359497","0.02970820665359497","0.02970820665359497","316","316","316","0.043708376586437225","0.043708376586437225","0.043708376586437225","316","316","316","0.058323994278907776","0.058323994278907776","0.058323994278907776","316","316","316","0.06272101402282715","0.06272101402282715","0.06272101402282715","316","316","316","0.05850151926279068","0.05850151926279068","0.05850151926279068","316","316","316","0.022800924256443977","0.022800924256443977","0.022800924256443977","316","316","316","0.05907341465353966","0.05907341465353966","0.05907341465353966"
"1014400","317","317","317","0.06360743194818497","0.06360743194818497","0.06360743194818497","317","317","317","0.024508342146873474","0.024508342146873474","0.024508342146873474","317","317","317","0.04875379428267479","0.04875379428267479","0.04875379428267479","317","317","317","0.02901998534798622","0.02901998534798622","0.02901998534798622","317","317","317","0.057742685079574585","0.057742685079574585","0.057742685079574585","317","317","317","0.05833921581506729","0.05833921581506729","0.05833921581506729","317","317","317","0.057597510516643524","0.057597510516643524","0.057597510516643524","317","317","317","0.061638351529836655","0.061638351529836655","0.061638351529836655","317","317","317","0.02127740904688835","0.02127740904688835","0.02127740904688835","317","317","317","0.06641198694705963","0.06641198694705963","0.06641198694705963"
"1017600","318","318","318","0.0581958070397377","0.0581958070397377","0.0581958070397377","318","318","318","0.024345126003026962","0.024345126003026962","0.024345126003026962","318","318","318","0.045635953545570374","0.045635953545570374","0.045635953545570374","318","318","318","0.027874590829014778","0.027874590829014778","0.027874590829014778","318","318","318","0.04837919771671295","0.04837919771671295","0.04837919771671295","318","318","318","0.06365756690502167","0.06365756690502167","0.06365756690502167","318","318","318","0.05430551990866661","0.05430551990866661","0.05430551990866661","318","318","318","0.06322044134140015","0.06322044134140015","0.06322044134140015","318","318","318","0.023213785141706467","0.023213785141706467","0.023213785141706467","318","318","318","0.0622653104364872","0.0622653104364872","0.0622653104364872"
"1020800","319","319","319","0.0643976479768753","0.0643976479768753","0.0643976479768753","319","319","319","0.026301369071006775","0.026301369071006775","0.026301369071006775","319","319","319","0.04991371929645538","0.04991371929645538","0.04991371929645538","319","319","319","0.027994845062494278","0.027994845062494278","0.027994845062494278","319","319","319","0.05753351002931595","0.05753351002931595","0.05753351002931595","319","319","319","0.05987289175391197","0.05987289175391197","0.05987289175391197","319","319","319","0.06465081870555878","0.06465081870555878","0.06465081870555878","319","319","319","0.05929192155599594","0.05929192155599594","0.05929192155599594","319","319","319","0.023490676656365395","0.023490676656365395","0.023490676656365395","319","319","319","0.06359759718179703","0.06359759718179703","0.06359759718179703"
"1024000","320","320","320","0.05787007510662079","0.05787007510662079","0.05787007510662079","320","320","320","0.024898476898670197","0.024898476898670197","0.024898476898670197","320","320","320","0.04621660336852074","0.04621660336852074","0.04621660336852074","320","320","320","0.029852502048015594","0.029852502048015594","0.029852502048015594","320","320","320","0.05946870893239975","0.05946870893239975","0.05946870893239975","320","320","320","0.059068627655506134","0.059068627655506134","0.059068627655506134","320","320","320","0.05586862936615944","0.05586862936615944","0.05586862936615944","320","320","320","0.06556530296802521","0.06556530296802521","0.06556530296802521","320","320","320","0.020884286612272263","0.020884286612272263","0.020884286612272263","320","320","320","0.06590165197849274","0.06590165197849274","0.06590165197849274"
"1027200","321","321","321","0.06860540807247162","0.06860540807247162","0.06860540807247162","321","321","321","0.0242012832313776","0.0242012832313776","0.0242012832313776","321","321","321","0.04538682848215103","0.04538682848215103","0.04538682848215103","321","321","321","0.02860996313393116","0.02860996313393116","0.02860996313393116","321","321","321","0.057664308696985245","0.057664308696985245","0.057664308696985245","321","321","321","0.06144733354449272","0.06144733354449272","0.06144733354449272","321","321","321","0.06322705745697021","0.06322705745697021","0.06322705745697021","321","321","321","0.057422857731580734","0.057422857731580734","0.057422857731580734","321","321","321","0.02392551675438881","0.02392551675438881","0.02392551675438881","321","321","321","0.06190216913819313","0.06190216913819313","0.06190216913819313"
"1030400","322","322","322","0.0687216967344284","0.0687216967344284","0.0687216967344284","322","322","322","0.025798305869102478","0.025798305869102478","0.025798305869102478","322","322","322","0.051084406673908234","0.051084406673908234","0.051084406673908234","322","322","322","0.030306009575724602","0.030306009575724602","0.030306009575724602","322","322","322","0.045033518224954605","0.045033518224954605","0.045033518224954605","322","322","322","0.05367902293801308","0.05367902293801308","0.05367902293801308","322","322","322","0.06068306788802147","0.06068306788802147","0.06068306788802147","322","322","322","0.047770239412784576","0.047770239412784576","0.047770239412784576","322","322","322","0.022975528612732887","0.022975528612732887","0.022975528612732887","322","322","322","0.056752242147922516","0.056752242147922516","0.056752242147922516"
"1033600","323","323","323","0.07035651803016663","0.07035651803016663","0.07035651803016663","323","323","323","0.02671792171895504","0.02671792171895504","0.02671792171895504","323","323","323","0.05476215481758118","0.05476215481758118","0.05476215481758118","323","323","323","0.028244294226169586","0.028244294226169586","0.028244294226169586","323","323","323","0.05385087430477142","0.05385087430477142","0.05385087430477142","323","323","323","0.05050339922308922","0.05050339922308922","0.05050339922308922","323","323","323","0.059797003865242004","0.059797003865242004","0.059797003865242004","323","323","323","0.0639931783080101","0.0639931783080101","0.0639931783080101","323","323","323","0.023718884214758873","0.023718884214758873","0.023718884214758873","323","323","323","0.06342907249927521","0.06342907249927521","0.06342907249927521"
"1036800","324","324","324","0.06276845932006836","0.06276845932006836","0.06276845932006836","324","324","324","0.022502105683088303","0.022502105683088303","0.022502105683088303","324","324","324","0.05334381014108658","0.05334381014108658","0.05334381014108658","324","324","324","0.025016389787197113","0.025016389787197113","0.025016389787197113","324","324","324","0.04468190670013428","0.04468190670013428","0.04468190670013428","324","324","324","0.05439798906445503","0.05439798906445503","0.05439798906445503","324","324","324","0.05491449683904648","0.05491449683904648","0.05491449683904648","324","324","324","0.06065451353788376","0.06065451353788376","0.06065451353788376","324","324","324","0.023015020415186882","0.023015020415186882","0.023015020415186882","324","324","324","0.06278102099895477","0.06278102099895477","0.06278102099895477"
"1040000","325","325","325","0.07016082853078842","0.07016082853078842","0.07016082853078842","325","325","325","0.02496029995381832","0.02496029995381832","0.02496029995381832","325","325","325","0.05605194717645645","0.05605194717645645","0.05605194717645645","325","325","325","0.03133920580148697","0.03133920580148697","0.03133920580148697","325","325","325","0.0469469279050827","0.0469469279050827","0.0469469279050827","325","325","325","0.06289592385292053","0.06289592385292053","0.06289592385292053","325","325","325","0.05966392904520035","0.05966392904520035","0.05966392904520035","325","325","325","0.05645975470542908","0.05645975470542908","0.05645975470542908","325","325","325","0.023702727630734444","0.023702727630734444","0.023702727630734444","325","325","325","0.0644506961107254","0.0644506961107254","0.0644506961107254"
"1043200","326","326","326","0.07062435895204544","0.07062435895204544","0.07062435895204544","326","326","326","0.02455783635377884","0.02455783635377884","0.02455783635377884","326","326","326","0.051318101584911346","0.051318101584911346","0.051318101584911346","326","326","326","0.03003973513841629","0.03003973513841629","0.03003973513841629","326","326","326","0.05568460375070572","0.05568460375070572","0.05568460375070572","326","326","326","0.05980517715215683","0.05980517715215683","0.05980517715215683","326","326","326","0.06554247438907623","0.06554247438907623","0.06554247438907623","326","326","326","0.053911514580249786","0.053911514580249786","0.053911514580249786","326","326","326","0.020676009356975555","0.020676009356975555","0.020676009356975555","326","326","326","0.06055467203259468","0.06055467203259468","0.06055467203259468"
"1046400","327","327","327","0.07053819298744202","0.07053819298744202","0.07053819298744202","327","327","327","0.02617122419178486","0.02617122419178486","0.02617122419178486","327","327","327","0.05313016474246979","0.05313016474246979","0.05313016474246979","327","327","327","0.027969790622591972","0.027969790622591972","0.027969790622591972","327","327","327","0.052590593695640564","0.052590593695640564","0.052590593695640564","327","327","327","0.06423813849687576","0.06423813849687576","0.06423813849687576","327","327","327","0.056687578558921814","0.056687578558921814","0.056687578558921814","327","327","327","0.06282992660999298","0.06282992660999298","0.06282992660999298","327","327","327","0.023273661732673645","0.023273661732673645","0.023273661732673645","327","327","327","0.06325216591358185","0.06325216591358185","0.06325216591358185"
"1049600","328","328","328","0.06502121686935425","0.06502121686935425","0.06502121686935425","328","328","328","0.025209788233041763","0.025209788233041763","0.025209788233041763","328","328","328","0.056932490319013596","0.056932490319013596","0.056932490319013596","328","328","328","0.030445672571659088","0.030445672571659088","0.030445672571659088","328","328","328","0.0518958605825901","0.0518958605825901","0.0518958605825901","328","328","328","0.05158046633005142","0.05158046633005142","0.05158046633005142","328","328","328","0.055434878915548325","0.055434878915548325","0.055434878915548325","328","328","328","0.05257055163383484","0.05257055163383484","0.05257055163383484","328","328","328","0.021140674129128456","0.021140674129128456","0.021140674129128456","328","328","328","0.058286651968955994","0.058286651968955994","0.058286651968955994"
"1052800","329","329","329","0.068795345723629","0.068795345723629","0.068795345723629","329","329","329","0.027530577033758163","0.027530577033758163","0.027530577033758163","329","329","329","0.05091851204633713","0.05091851204633713","0.05091851204633713","329","329","329","0.029874661937355995","0.029874661937355995","0.029874661937355995","329","329","329","0.04433633014559746","0.04433633014559746","0.04433633014559746","329","329","329","0.05499515309929848","0.05499515309929848","0.05499515309929848","329","329","329","0.058393049985170364","0.058393049985170364","0.058393049985170364","329","329","329","0.05403891205787659","0.05403891205787659","0.05403891205787659","329","329","329","0.021138936281204224","0.021138936281204224","0.021138936281204224","329","329","329","0.06517738848924637","0.06517738848924637","0.06517738848924637"
"1056000","330","330","330","0.0607059970498085","0.0607059970498085","0.0607059970498085","330","330","330","0.02735198102891445","0.02735198102891445","0.02735198102891445","330","330","330","0.05553222447633743","0.05553222447633743","0.05553222447633743","330","330","330","0.030659209936857224","0.030659209936857224","0.030659209936857224","330","330","330","0.04975548014044762","0.04975548014044762","0.04975548014044762","330","330","330","0.05609038472175598","0.05609038472175598","0.05609038472175598","330","330","330","0.06105630472302437","0.06105630472302437","0.06105630472302437","330","330","330","0.05740856006741524","0.05740856006741524","0.05740856006741524","330","330","330","0.02169227786362171","0.02169227786362171","0.02169227786362171","330","330","330","0.0545024573802948","0.0545024573802948","0.0545024573802948"
"1059200","331","331","331","0.07231659442186356","0.07231659442186356","0.07231659442186356","331","331","331","0.024565977975726128","0.024565977975726128","0.024565977975726128","331","331","331","0.05208813026547432","0.05208813026547432","0.05208813026547432","331","331","331","0.028009317815303802","0.028009317815303802","0.028009317815303802","331","331","331","0.05208060145378113","0.05208060145378113","0.05208060145378113","331","331","331","0.061485935002565384","0.061485935002565384","0.061485935002565384","331","331","331","0.06174365058541298","0.06174365058541298","0.06174365058541298","331","331","331","0.05091311037540436","0.05091311037540436","0.05091311037540436","331","331","331","0.025263354182243347","0.025263354182243347","0.025263354182243347","331","331","331","0.05248821899294853","0.05248821899294853","0.05248821899294853"
"1062400","332","332","332","0.06284475326538086","0.06284475326538086","0.06284475326538086","332","332","332","0.026332080364227295","0.026332080364227295","0.026332080364227295","332","332","332","0.05491797626018524","0.05491797626018524","0.05491797626018524","332","332","332","0.02944188192486763","0.02944188192486763","0.02944188192486763","332","332","332","0.05285806208848953","0.05285806208848953","0.05285806208848953","332","332","332","0.06068603694438934","0.06068603694438934","0.06068603694438934","332","332","332","0.0585930198431015","0.0585930198431015","0.0585930198431015","332","332","332","0.056588102132081985","0.056588102132081985","0.056588102132081985","332","332","332","0.02259749174118042","0.02259749174118042","0.02259749174118042","332","332","332","0.05052579194307327","0.05052579194307327","0.05052579194307327"
"1065600","333","333","333","0.06793557107448578","0.06793557107448578","0.06793557107448578","333","333","333","0.028843872249126434","0.028843872249126434","0.028843872249126434","333","333","333","0.05271374061703682","0.05271374061703682","0.05271374061703682","333","333","333","0.03088865987956524","0.03088865987956524","0.03088865987956524","333","333","333","0.047756582498550415","0.047756582498550415","0.047756582498550415","333","333","333","0.05850472301244736","0.05850472301244736","0.05850472301244736","333","333","333","0.06330223381519318","0.06330223381519318","0.06330223381519318","333","333","333","0.0600268691778183","0.0600268691778183","0.0600268691778183","333","333","333","0.023959007114171982","0.023959007114171982","0.023959007114171982","333","333","333","0.06407512724399567","0.06407512724399567","0.06407512724399567"
"1068800","334","334","334","0.05322195589542389","0.05322195589542389","0.05322195589542389","334","334","334","0.02434488758444786","0.02434488758444786","0.02434488758444786","334","334","334","0.05926903709769249","0.05926903709769249","0.05926903709769249","334","334","334","0.024056073278188705","0.024056073278188705","0.024056073278188705","334","334","334","0.052048489451408386","0.052048489451408386","0.052048489451408386","334","334","334","0.051625438034534454","0.051625438034534454","0.051625438034534454","334","334","334","0.06039951741695404","0.06039951741695404","0.06039951741695404","334","334","334","0.056676290929317474","0.056676290929317474","0.056676290929317474","334","334","334","0.021500270813703537","0.021500270813703537","0.021500270813703537","334","334","334","0.06213712319731712","0.06213712319731712","0.06213712319731712"
"1072000","335","335","335","0.06266622245311737","0.06266622245311737","0.06266622245311737","335","335","335","0.027872081845998764","0.027872081845998764","0.027872081845998764","335","335","335","0.057491809129714966","0.057491809129714966","0.057491809129714966","335","335","335","0.027395104989409447","0.027395104989409447","0.027395104989409447","335","335","335","0.04553361237049103","0.04553361237049103","0.04553361237049103","335","335","335","0.05084246024489403","0.05084246024489403","0.05084246024489403","335","335","335","0.05832860991358757","0.05832860991358757","0.05832860991358757","335","335","335","0.05458278954029083","0.05458278954029083","0.05458278954029083","335","335","335","0.023658569902181625","0.023658569902181625","0.023658569902181625","335","335","335","0.06112619489431381","0.06112619489431381","0.06112619489431381"
"1075200","336","336","336","0.06922348588705063","0.06922348588705063","0.06922348588705063","336","336","336","0.024005170911550522","0.024005170911550522","0.024005170911550522","336","336","336","0.050492893904447556","0.050492893904447556","0.050492893904447556","336","336","336","0.028241246938705444","0.028241246938705444","0.028241246938705444","336","336","336","0.04291265830397606","0.04291265830397606","0.04291265830397606","336","336","336","0.06380108743906021","0.06380108743906021","0.06380108743906021","336","336","336","0.06599335372447968","0.06599335372447968","0.06599335372447968","336","336","336","0.05063885822892189","0.05063885822892189","0.05063885822892189","336","336","336","0.020647043362259865","0.020647043362259865","0.020647043362259865","336","336","336","0.06317305564880371","0.06317305564880371","0.06317305564880371"
"1078400","337","337","337","0.0625402107834816","0.0625402107834816","0.0625402107834816","337","337","337","0.02793259546160698","0.02793259546160698","0.02793259546160698","337","337","337","0.06009818986058235","0.06009818986058235","0.06009818986058235","337","337","337","0.02872554399073124","0.02872554399073124","0.02872554399073124","337","337","337","0.0498221293091774","0.0498221293091774","0.0498221293091774","337","337","337","0.055753450840711594","0.055753450840711594","0.055753450840711594","337","337","337","0.061551064252853394","0.061551064252853394","0.061551064252853394","337","337","337","0.062726691365242","0.062726691365242","0.062726691365242","337","337","337","0.019935421645641327","0.019935421645641327","0.019935421645641327","337","337","337","0.05886610969901085","0.05886610969901085","0.05886610969901085"
"1081600","338","338","338","0.06784752756357193","0.06784752756357193","0.06784752756357193","338","338","338","0.026937810704112053","0.026937810704112053","0.026937810704112053","338","338","338","0.05282651260495186","0.05282651260495186","0.05282651260495186","338","338","338","0.028141118586063385","0.028141118586063385","0.028141118586063385","338","338","338","0.04528331756591797","0.04528331756591797","0.04528331756591797","338","338","338","0.05745834857225418","0.05745834857225418","0.05745834857225418","338","338","338","0.06303390860557556","0.06303390860557556","0.06303390860557556","338","338","338","0.05659055337309837","0.05659055337309837","0.05659055337309837","338","338","338","0.022645097225904465","0.022645097225904465","0.022645097225904465","338","338","338","0.056300558149814606","0.056300558149814606","0.056300558149814606"
"1084800","339","339","339","0.06581715494394302","0.06581715494394302","0.06581715494394302","339","339","339","0.02580203302204609","0.02580203302204609","0.02580203302204609","339","339","339","0.059049345552921295","0.059049345552921295","0.059049345552921295","339","339","339","0.024809839203953743","0.024809839203953743","0.024809839203953743","339","339","339","0.05728767812252045","0.05728767812252045","0.05728767812252045","339","339","339","0.06019623950123787","0.06019623950123787","0.06019623950123787","339","339","339","0.06357386708259583","0.06357386708259583","0.06357386708259583","339","339","339","0.05690764635801315","0.05690764635801315","0.05690764635801315","339","339","339","0.01958037167787552","0.01958037167787552","0.01958037167787552","339","339","339","0.05702321231365204","0.05702321231365204","0.05702321231365204"
"1088000","340","340","340","0.07469073683023453","0.07469073683023453","0.07469073683023453","340","340","340","0.02600339613854885","0.02600339613854885","0.02600339613854885","340","340","340","0.04887460544705391","0.04887460544705391","0.04887460544705391","340","340","340","0.029036972671747208","0.029036972671747208","0.029036972671747208","340","340","340","0.0523991584777832","0.0523991584777832","0.0523991584777832","340","340","340","0.061679597944021225","0.061679597944021225","0.061679597944021225","340","340","340","0.05916517227888107","0.05916517227888107","0.05916517227888107","340","340","340","0.05590178444981575","0.05590178444981575","0.05590178444981575","340","340","340","0.02234935201704502","0.02234935201704502","0.02234935201704502","340","340","340","0.059174541383981705","0.059174541383981705","0.059174541383981705"
"1091200","341","341","341","0.06532087922096252","0.06532087922096252","0.06532087922096252","341","341","341","0.025935135781764984","0.025935135781764984","0.025935135781764984","341","341","341","0.053387194871902466","0.053387194871902466","0.053387194871902466","341","341","341","0.028450390323996544","0.028450390323996544","0.028450390323996544","341","341","341","0.05190538242459297","0.05190538242459297","0.05190538242459297","341","341","341","0.06372413784265518","0.06372413784265518","0.06372413784265518","341","341","341","0.056685350835323334","0.056685350835323334","0.056685350835323334","341","341","341","0.04933237284421921","0.04933237284421921","0.04933237284421921","341","341","341","0.022768620401620865","0.022768620401620865","0.022768620401620865","341","341","341","0.06340178847312927","0.06340178847312927","0.06340178847312927"
"1094400","342","342","342","0.0672391802072525","0.0672391802072525","0.0672391802072525","342","342","342","0.030775271356105804","0.030775271356105804","0.030775271356105804","342","342","342","0.06500299274921417","0.06500299274921417","0.06500299274921417","342","342","342","0.027629099786281586","0.027629099786281586","0.027629099786281586","342","342","342","0.051932595670223236","0.051932595670223236","0.051932595670223236","342","342","342","0.06269118189811707","0.06269118189811707","0.06269118189811707","342","342","342","0.0581306591629982","0.0581306591629982","0.0581306591629982","342","342","342","0.05105113238096237","0.05105113238096237","0.05105113238096237","342","342","342","0.02380231022834778","0.02380231022834778","0.02380231022834778","342","342","342","0.06696721166372299","0.06696721166372299","0.06696721166372299"
"1097600","343","343","343","0.06931953877210617","0.06931953877210617","0.06931953877210617","343","343","343","0.024776482954621315","0.024776482954621315","0.024776482954621315","343","343","343","0.05310500040650368","0.05310500040650368","0.05310500040650368","343","343","343","0.027415158227086067","0.027415158227086067","0.027415158227086067","343","343","343","0.049296412616968155","0.049296412616968155","0.049296412616968155","343","343","343","0.05664350092411041","0.05664350092411041","0.05664350092411041","343","343","343","0.0623193234205246","0.0623193234205246","0.0623193234205246","343","343","343","0.05612322688102722","0.05612322688102722","0.05612322688102722","343","343","343","0.022606398910284042","0.022606398910284042","0.022606398910284042","343","343","343","0.056267932057380676","0.056267932057380676","0.056267932057380676"
"1100800","344","344","344","0.05789894610643387","0.05789894610643387","0.05789894610643387","344","344","344","0.026778891682624817","0.026778891682624817","0.026778891682624817","344","344","344","0.05405917763710022","0.05405917763710022","0.05405917763710022","344","344","344","0.027093570679426193","0.027093570679426193","0.027093570679426193","344","344","344","0.05137030780315399","0.05137030780315399","0.05137030780315399","344","344","344","0.06262046843767166","0.06262046843767166","0.06262046843767166","344","344","344","0.053029388189315796","0.053029388189315796","0.053029388189315796","344","344","344","0.056271158158779144","0.056271158158779144","0.056271158158779144","344","344","344","0.02146788313984871","0.02146788313984871","0.02146788313984871","344","344","344","0.05818634107708931","0.05818634107708931","0.05818634107708931"
"1104000","345","345","345","0.06772713363170624","0.06772713363170624","0.06772713363170624","345","345","345","0.029795264825224876","0.029795264825224876","0.029795264825224876","345","345","345","0.047580357640981674","0.047580357640981674","0.047580357640981674","345","345","345","0.026543129235506058","0.026543129235506058","0.026543129235506058","345","345","345","0.05540631711483002","0.05540631711483002","0.05540631711483002","345","345","345","0.05361364036798477","0.05361364036798477","0.05361364036798477","345","345","345","0.06695422530174255","0.06695422530174255","0.06695422530174255","345","345","345","0.04793204367160797","0.04793204367160797","0.04793204367160797","345","345","345","0.020340101793408394","0.020340101793408394","0.020340101793408394","345","345","345","0.06349370628595352","0.06349370628595352","0.06349370628595352"
"1107200","346","346","346","0.06597607582807541","0.06597607582807541","0.06597607582807541","346","346","346","0.031644243746995926","0.031644243746995926","0.031644243746995926","346","346","346","0.062327489256858826","0.062327489256858826","0.062327489256858826","346","346","346","0.028709527105093002","0.028709527105093002","0.028709527105093002","346","346","346","0.04574643075466156","0.04574643075466156","0.04574643075466156","346","346","346","0.05035319924354553","0.05035319924354553","0.05035319924354553","346","346","346","0.05303344130516052","0.05303344130516052","0.05303344130516052","346","346","346","0.05650869756937027","0.05650869756937027","0.05650869756937027","346","346","346","0.02219940908253193","0.02219940908253193","0.02219940908253193","346","346","346","0.06887172162532806","0.06887172162532806","0.06887172162532806"
"1110400","347","347","347","0.06014517694711685","0.06014517694711685","0.06014517694711685","347","347","347","0.023600388318300247","0.023600388318300247","0.023600388318300247","347","347","347","0.056750960648059845","0.056750960648059845","0.056750960648059845","347","347","347","0.028026975691318512","0.028026975691318512","0.028026975691318512","347","347","347","0.04546349495649338","0.04546349495649338","0.04546349495649338","347","347","347","0.05794104188680649","0.05794104188680649","0.05794104188680649","347","347","347","0.05684107542037964","0.05684107542037964","0.05684107542037964","347","347","347","0.058343082666397095","0.058343082666397095","0.058343082666397095","347","347","347","0.02175239659845829","0.02175239659845829","0.02175239659845829","347","347","347","0.06656602025032043","0.06656602025032043","0.06656602025032043"
"1113600","348","348","348","0.06394851207733154","0.06394851207733154","0.06394851207733154","348","348","348","0.030066821724176407","0.030066821724176407","0.030066821724176407","348","348","348","0.061261486262083054","0.061261486262083054","0.061261486262083054","348","348","348","0.025445960462093353","0.025445960462093353","0.025445960462093353","348","348","348","0.047917403280735016","0.047917403280735016","0.047917403280735016","348","348","348","0.06182634085416794","0.06182634085416794","0.06182634085416794","348","348","348","0.05885633826255798","0.05885633826255798","0.05885633826255798","348","348","348","0.06315918266773224","0.06315918266773224","0.06315918266773224","348","348","348","0.02143893577158451","0.02143893577158451","0.02143893577158451","348","348","348","0.06263186782598495","0.06263186782598495","0.06263186782598495"
"1116800","349","349","349","0.06902112811803818","0.06902112811803818","0.06902112811803818","349","349","349","0.025111760944128036","0.025111760944128036","0.025111760944128036","349","349","349","0.05674039572477341","0.05674039572477341","0.05674039572477341","349","349","349","0.026714302599430084","0.026714302599430084","0.026714302599430084","349","349","349","0.04844856634736061","0.04844856634736061","0.04844856634736061","349","349","349","0.05830125883221626","0.05830125883221626","0.05830125883221626","349","349","349","0.057184457778930664","0.057184457778930664","0.057184457778930664","349","349","349","0.058618102222681046","0.058618102222681046","0.058618102222681046","349","349","349","0.021941320970654488","0.021941320970654488","0.021941320970654488","349","349","349","0.061270974576473236","0.061270974576473236","0.061270974576473236"
"1120000","350","350","350","0.06509856134653091","0.06509856134653091","0.06509856134653091","350","350","350","0.02272813394665718","0.02272813394665718","0.02272813394665718","350","350","350","0.05633547529578209","0.05633547529578209","0.05633547529578209","350","350","350","0.02855702117085457","0.02855702117085457","0.02855702117085457","350","350","350","0.05194338038563728","0.05194338038563728","0.05194338038563728","350","350","350","0.05862890183925629","0.05862890183925629","0.05862890183925629","350","350","350","0.06409349292516708","0.06409349292516708","0.06409349292516708","350","350","350","0.06292746961116791","0.06292746961116791","0.06292746961116791","350","350","350","0.02465694397687912","0.02465694397687912","0.02465694397687912","350","350","350","0.062080785632133484","0.062080785632133484","0.062080785632133484"
"1123200","351","351","351","0.05778109282255173","0.05778109282255173","0.05778109282255173","351","351","351","0.027603022754192352","0.027603022754192352","0.027603022754192352","351","351","351","0.04977869242429733","0.04977869242429733","0.04977869242429733","351","351","351","0.03051355481147766","0.03051355481147766","0.03051355481147766","351","351","351","0.05205375701189041","0.05205375701189041","0.05205375701189041","351","351","351","0.06056821346282959","0.06056821346282959","0.06056821346282959","351","351","351","0.056528154760599136","0.056528154760599136","0.056528154760599136","351","351","351","0.06104639545083046","0.06104639545083046","0.06104639545083046","351","351","351","0.02121599391102791","0.02121599391102791","0.02121599391102791","351","351","351","0.06623320281505585","0.06623320281505585","0.06623320281505585"
